0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60
0,11;0,174527939;0,156513279;0,150389209;0,147329123;0,14549974;0,144284734;0,14341976;0,142772874;0,142270954;0,141870243;0,141542967;0,141270653;0,14104054;0,14084353;0,140672964;0,140523857;0,140392399;0,140275635;0,140171231;0,140077326;0,13999241;0,139915254;0,13984484;0,139780322;0,139720989;0,13966624;0,139615564;0,139568523;0,13952474;0,139483887;0,139445679;0,139409869;0,139376237;0,13934459;0,139314758;0,139286588;0,139259947;0,139234712;0,139210775;0,139188039;0,139166415;0,139145824;0,139126193;0,139107458;0,139089557;0,139072437;0,139056047;0,139040341;0,139025279;0,13901082;0,13899693;0,138983575;0,138970726;0,138958353;0,138946432;0,138934937;0,138923847;0,138913139;0,138902796;0,138892798
0,12;0,190760202;0,170940865;0,164218176;0,160861339;0,158855247;0,15752315;0,156574946;0,155865884;0,15531576;0,154876591;0,15451792;0,154219494;0,153967323;0,153751434;0,153564528;0,153401138;0,153257092;0,153129147;0,153014749;0,152911854;0,152818812;0,152734271;0,152657119;0,152586428;0,152521418;0,152461431;0,152405908;0,152354367;0,152306396;0,152261635;0,152219774;0,152180539;0,15214369;0,152109017;0,152076332;0,15204547;0,152016281;0,151988633;0,151962408;0,151937498;0,151913807;0,151891247;0,15186974;0,151849213;0,151829601;0,151810844;0,151792887;0,151775681;0,151759178;0,151743338;0,15172812;0,151713489;0,151699411;0,151685856;0,151672795;0,151660202;0,151648051;0,151636321;0,151624989;0,151614035
0,13;0,207090044;0,185421249;0,178088769;0,17443024;0,172244672;0,17079372;0,169761066;0,168988932;0,168389922;0,167911754;0,167521252;0,167196355;0,166921824;0,166686799;0,16648333;0,166305466;0,166148661;0,166009386;0,165884859;0,165772855;0,165671577;0,165579555;0,165495575;0,165418629;0,165347867;0,165282574;0,165222139;0,165166039;0,165113825;0,165065106;0,165019542;0,164976837;0,16493673;0,164898991;0,164863417;0,164829825;0,164798056;0,164767964;0,16473942;0,164712308;0,164686522;0,164661969;0,16463856;0,164616219;0,164594874;0,164574459;0,164554915;0,164536188;0,164518227;0,164500986;0,164484424;0,1644685;0,164453178;0,164438425;0,16442421;0,164410504;0,16439728;0,164384512;0,164372179;0,164360257
0,14;0,223526483;0,199959196;0,192004718;0,188039101;0,185671036;0,184099305;0,182980868;0,182144687;0,181496044;0,18097829;0,180555481;0,180203719;0,179906499;0,179652057;0,179431785;0,179239235;0,179069487;0,178918718;0,178783916;0,178662673;0,178553041;0,17845343;0,178362526;0,178279235;0,17820264;0,178131964;0,178066548;0,178005825;0,177949307;0,177896573;0,177847256;0,177801032;0,177757621;0,177716773;0,177678268;0,177641909;0,177607522;0,177574952;0,177544057;0,177514712;0,177486803;0,177460227;0,177434891;0,17741071;0,177387607;0,177365511;0,177344358;0,177324089;0,177304649;0,177285989;0,177268063;0,177250828;0,177234245;0,177218277;0,177202892;0,177188057;0,177173744;0,177159926;0,177146577;0,177133675
0,15;0,240078759;0,214559562;0,205969816;0,201691251;0,19913741;0,19744281;0,196237145;0,195335856;0,194636772;0,194078793;0,193623161;0,193244109;0,192923842;0,192649679;0,19241234;0,192204877;0,192021985;0,191859546;0,191714311;0,191583686;0,191465573;0,191358257;0,191260322;0,19117059;0,191088073;0,191011933;0,19094146;0,190876043;0,190815158;0,190758349;0,19070522;0,190655424;0,190608659;0,190564655;0,190523175;0,190484008;0,190446965;0,190411879;0,190378598;0,190346986;0,190316922;0,190288293;0,190261001;0,190234952;0,190210065;0,190186263;0,190163477;0,190141643;0,190120702;0,190100601;0,190081291;0,190062725;0,190044862;0,190027662;0,190011089;0,189995109;0,189979691;0,189964806;0,189950427;0,189936528
0,16;0,25675636;0,229227302;0,219987928;0,215390077;0,212646918;0,210827191;0,209532734;0,208565195;0,207814794;0,207215902;0,206726889;0,206320087;0,205976387;0,205682174;0,205427486;0,205204863;0,205008611;0,204834309;0,204678471;0,204538311;0,204411578;0,204296432;0,204191352;0,204095075;0,20400654;0,203924848;0,203849236;0,20377905;0,203713726;0,203652776;0,203595775;0,203542351;0,203492178;0,203444967;0,203400465;0,203358444;0,203318702;0,20328106;0,203245354;0,20321144;0,203179186;0,203148473;0,203119192;0,203091247;0,203064547;0,203039012;0,203014566;0,202991142;0,202968677;0,202947112;0,202926396;0,202906478;0,202887315;0,202868862;0,202851083;0,202833939;0,202817399;0,202801431;0,202786005;0,202771095
0,17;0,273569043;0,243967481;0,234062996;0,229139033;0,226202739;0,224255455;0,222870526;0,221835504;0,221032847;0,220392299;0,219869307;0,219434259;0,21906671;0,218752095;0,218479753;0,218241705;0,21803186;0,217845489;0,217678864;0,217529005;0,217393504;0,217270392;0,217158045;0,217055111;0,216960454;0,216873115;0,216792277;0,216717241;0,216647403;0,216582241;0,216521302;0,216464187;0,216410548;0,216360077;0,216312501;0,216267578;0,216225092;0,21618485;0,216146679;0,216110424;0,216075943;0,216043109;0,216011807;0,215981933;0,21595339;0,215926092;0,215899959;0,215874919;0,215850903;0,21582785;0,215805704;0,215784412;0,215763926;0,215744201;0,215725194;0,215706868;0,215689187;0,215672117;0,215655626;0,215639687
0,18;0,290526857;0,258785282;0,248199047;0,242941642;0,239808117;0,237730669;0,236253465;0,235149639;0,234293716;0,233610718;0,233053103;0,232589279;0,232197438;0,23186204;0,231571717;0,23131796;0,231094274;0,230895613;0,230718004;0,230558269;0,23041384;0,230282619;0,230162873;0,230053161;0,229952273;0,229859185;0,229773027;0,229693052;0,229618619;0,229549171;0,229484223;0,229423351;0,229366184;0,229312394;0,229261689;0,229213813;0,229168534;0,229125646;0,229084966;0,229046328;0,22900958;0,228974588;0,228941229;0,228909391;0,228878973;0,228849881;0,228822032;0,228795345;0,228769752;0,228745185;0,228721584;0,228698893;0,228677061;0,228656039;0,228635784;0,228616255;0,228597412;0,22857922;0,228561647;0,228544661
0,19;0,30764017;0,273686017;0,262400198;0,256801503;0,253466365;0,251255963;0,249684554;0,248510512;0,247600246;0,246873947;0,246281021;0,245787854;0,245371243;0,245014658;0,244706007;0,244436237;0,244198441;0,243987255;0,243798451;0,243628652;0,243475125;0,24333564;0,243208355;0,243091736;0,242984498;0,242885553;0,242793974;0,242708969;0,242629854;0,242556038;0,242487006;0,242422307;0,242361546;0,242304374;0,242250483;0,242199597;0,242151472;0,24210589;0,242062654;0,242021587;0,241982531;0,241945341;0,241909886;0,241876048;0,241843719;0,2418128;0,241783201;0,241754839;0,241727638;0,241701528;0,241676445;0,24165233;0,241629127;0,241606786;0,241585259;0,241564503;0,241544477;0,241525144;0,241506467;0,241488415
0,2;0,324919696;0,288675135;0,276670662;0,270722295;0,267180866;0,264834533;0,263166861;0,261921097;0,260955336;0,260184829;0,25955586;0,259032746;0,258590858;0,258212654;0,257885301;0,257599195;0,257347006;0,257123043;0,25692282;0,256742754;0,256579948;0,256432034;0,25629706;0,256173398;0,256059685;0,255954766;0,255857659;0,255767523;0,255683635;0,255605365;0,255532168;0,255463567;0,255399142;0,255338522;0,255281381;0,255227427;0,255176401;0,255128071;0,255082228;0,255038686;0,254997276;0,254957845;0,254920254;0,254884377;0,2548501;0,254817318;0,254785936;0,254755865;0,254727026;0,254699343;0,254672749;0,254647181;0,254622581;0,254598894;0,254576071;0,254554065;0,254532833;0,254512335;0,254492534;0,254473395
0,21;0,342376526;0,303758236;0,291014762;0,284707787;0,280955083;0,278469649;0,276703524;0,275384433;0,274361954;0,273546274;0,272880482;0,272326775;0,27185907;0,271458788;0,271112338;0,270809551;0,270542666;0,270305658;0,270093778;0,269903231;0,269730953;0,269574436;0,269431613;0,269300762;0,26918044;0,269069424;0,268966675;0,268871304;0,268782543;0,268699728;0,268622281;0,268549697;0,268481532;0,268417394;0,268356937;0,268299852;0,268245865;0,268194731;0,268146229;0,268100162;0,26805635;0,268014631;0,26797486;0,267936903;0,267900639;0,267865956;0,267832754;0,26780094;0,267770429;0,267741141;0,267713006;0,267685956;0,267659929;0,26763487;0,267610724;0,267587443;0,267564981;0,267543295;0,267522347;0,267502098
0,22;0,360022153;0,318941081;0,305436932;0,298761843;0,294792564;0,29216466;0,290297752;0,28890363;0,287823133;0,286961255;0,28625781;0,285672829;0,285178733;0,284755884;0,284389917;0,284070083;0,283788182;0,283537844;0,283314053;0,2831128;0,282930844;0,282765538;0,282614696;0,282476502;0,282349428;0,282232184;0,282123673;0,282022953;0,281929216;0,281841759;0,281759972;0,28168332;0,281611335;0,281543604;0,28147976;0,281419478;0,281362467;0,28130847;0,281257252;0,281208605;0,28116234;0,281118287;0,281076289;0,281036208;0,280997914;0,28096129;0,28092623;0,280892636;0,280860417;0,280829491;0,280799782;0,280771218;0,280743736;0,280717274;0,280691778;0,280667194;0,280643476;0,280620578;0,280598458;0,280577077
0,23;0,377868512;0,334229605;0,319941728;0,312888427;0,308696947;0,305922997;0,303952837;0,302481877;0,30134198;0,300432818;0,299690843;0,299073861;0,298552767;0,298106834;0,297720904;0,297383636;0,297086377;0,296822409;0,296586438;0,296374237;0,296182386;0,296008094;0,295849056;0,295703353;0,295569377;0,295445767;0,295331365;0,295225178;0,295126354;0,295034152;0,294947928;0,294867118;0,29479123;0,294719826;0,29465252;0,29458897;0,294528869;0,294471945;0,294417952;0,294366669;0,294317897;0,294271457;0,294227184;0,294184931;0,294144563;0,294105956;0,294068997;0,294033584;0,29399962;0,293967019;0,293935701;0,293905592;0,293876621;0,293848727;0,293821851;0,293795936;0,293770934;0,293746797;0,293723479;0,293700941
0,24;0,395928009;0,349629928;0,334533837;0,327091612;0,322671968;0,319748183;0,317672153;0,31612244;0,314921685;0,313964086;0,31318265;0,312532902;0,311984166;0,311514601;0,311108236;0,310753124;0,310440147;0,310162229;0,309913795;0,30969039;0,309488415;0,309304928;0,309137503;0,308984119;0,308843081;0,308712958;0,308592529;0,30848075;0,308376722;0,308279666;0,308188903;0,308103841;0,308023959;0,307948798;0,307877952;0,307811059;0,307747798;0,30768788;0,307631048;0,307577068;0,307525733;0,307476851;0,307430252;0,307385778;0,307343288;0,307302652;0,307263752;0,307226478;0,30719073;0,307156417;0,307123453;0,307091762;0,30706127;0,307031911;0,307003623;0,306976348;0,306950033;0,306924628;0,306900086;0,306876365
0,25;0,414213562;0,365148372;0,349218089;0,341375589;0,336721466;0,333643835;0,331459167;0,329828676;0,328565516;0,327558265;0,326736384;0,326053058;0,325475999;0,324982223;0,324554926;0,324181535;0,323852459;0,323560255;0,323299056;0,323064179;0,322851836;0,322658934;0,322482921;0,322321673;0,322173406;0,322036614;0,321910015;0,32179251;0,321683155;0,321581129;0,32148572;0,321396305;0,321312335;0,321233329;0,321158858;0,321088544;0,321022047;0,320959065;0,320899327;0,320842588;0,320788628;0,320737248;0,320688267;0,32064152;0,320596859;0,320554147;0,320513259;0,32047408;0,320436506;0,320400441;0,320365794;0,320332484;0,320300435;0,320269576;0,320239843;0,320211176;0,320183517;0,320156815;0,32013102;0,320106088
0,26;0,432738642;0,380791472;0,363999461;0,355744672;0,350849391;0,347613675;0,345317442;0,343604034;0,342276837;0,341218647;0,340355283;0,339637521;0,339031421;0,338512823;0,338064066;0,337671938;0,337326362;0,337019515;0,336745236;0,336498601;0,336275634;0,336073085;0,335888272;0,335718965;0,335563291;0,335419667;0,335286746;0,335163376;0,335048563;0,334941446;0,334841278;0,334747402;0,334659245;0,334576299;0,334498116;0,334424297;0,334354486;0,334288366;0,334225651;0,334166086;0,334109438;0,334055498;0,334004077;0,333955003;0,333908118;0,333863279;0,333820356;0,333779227;0,333739782;0,333701921;0,33366555;0,333630582;0,333596938;0,333564544;0,333533332;0,333503238;0,333474203;0,333446172;0,333419095;0,333392922
0,27;0,451517313;0,396565995;0,378883094;0,370203312;0,365059814;0,361661535;0,359250648;0,357452062;0,356059106;0,35494862;0,354042675;0,353289574;0,352653675;0,35210961;0,351638838;0,35122749;0,350864989;0,350543124;0,350255429;0,349996737;0,349762875;0,349550433;0,349356598;0,349179027;0,349015758;0,348865129;0,348725728;0,348596344;0,348475936;0,3483636;0,348258552;0,348160105;0,348067655;0,347980671;0,347898682;0,34782127;0,347748062;0,347678725;0,347612959;0,347550496;0,347491093;0,347434531;0,34738061;0,347329149;0,347279985;0,347232967;0,347187956;0,347144828;0,347103467;0,347063766;0,347025627;0,346988961;0,346953682;0,346919715;0,346886986;0,34685543;0,346824985;0,346795593;0,3467672;0,346739757
0,28;0,470564281;0,412478956;0,393874301;0,384756099;0,379356933;0,375791364;0,373262561;0,371376416;0,369915883;0,36875167;0,36780199;0,367012596;0,366346098;0,365775886;0,365282513;0,364851437;0,364471563;0,364134285;0,363832821;0,363561756;0,363316714;0,363094121;0,362891027;0,362704979;0,362533917;0,362376101;0,362230051;0,362094497;0,361968349;0,361850659;0,361740606;0,361637468;0,361540615;0,361449489;0,361363596;0,361282499;0,361205807;0,361133169;0,361064274;0,360998839;0,36093661;0,360877357;0,360820872;0,360766964;0,360715462;0,360666208;0,360619058;0,36057388;0,360530553;0,360488965;0,360449013;0,360410604;0,360373649;0,360338068;0,360303784;0,360270729;0,360238838;0,360208049;0,360178308;0,360149561
0,29;0,489894945;0,428537633;0,408978578;0,399407779;0,393745079;0,390007236;0,387357081;0,385380864;0,38385084;0,382631392;0,381636758;0,380810068;0,380112129;0,379515054;0,378998464;0,378547122;0,378149405;0,377796296;0,377480692;0,377196921;0,376940399;0,376707382;0,376494783;0,37630003;0,376120967;0,375955773;0,375802897;0,375661009;0,375528968;0,375405783;0,375290591;0,375182639;0,375081266;0,374985888;0,374895988;0,374811108;0,374730839;0,374654815;0,374582708;0,374514222;0,374449093;0,374387079;0,374327961;0,374271542;0,37421764;0,374166092;0,374116746;0,374069463;0,374024118;0,373980594;0,373938783;0,373898585;0,37385991;0,373822672;0,373786793;0,373752199;0,373718823;0,373686602;0,373655477;0,373625392
0,3;0,509525449;0,44474959;0,424201622;0,41416326;0,408228733;0,404313361;0,401538232;0,399469297;0,397867765;0,396591494;0,395550624;0,394685581;0,393955314;0,393330622;0,392790166;0,392317993;0,391901938;0,39153256;0,391202426;0,390905598;0,39063728;0,390393553;0,390171186;0,38996749;0,389780209;0,389607434;0,389447545;0,389299152;0,389161057;0,389032226;0,388911756;0,388798859;0,388692843;0,388593098;0,388499082;0,388410317;0,388326375;0,388246872;0,388171466;0,388099848;0,38803174;0,387966889;0,387905069;0,38784607;0,387789704;0,3877358;0,387684198;0,387634755;0,387587338;0,387541825;0,387498103;0,387456069;0,387415627;0,387376689;0,387339171;0,387302997;0,387268098;0,387234405;0,387201858;0,3871704
0,31;0,529472745;0,461122696;0,43954934;0,429027625;0,422812528;0,418714092;0,415810174;0,413645736;0,411970572;0,410635807;0,409547352;0,408642842;0,407879315;0,407226212;0,406661208;0,406167611;0,405732696;0,405346588;0,405001512;0,404691258;0,404410811;0,404156074;0,403923666;0,403710776;0,403515045;0,403334479;0,403167381;0,403012299;0,402867983;0,402733349;0,402607454;0,402489474;0,402378686;0,402274452;0,402176207;0,402083449;0,401995731;0,401912653;0,401833857;0,40175902;0,40168785;0,401620085;0,401555487;0,401493837;0,40143494;0,401378614;0,401324695;0,401273031;0,401223485;0,401175928;0,401130244;0,401086323;0,401044066;0,401003379;0,400964177;0,400926381;0,400889915;0,40085471;0,400820703;0,400787834
0,32;0,549754652;0,477665147;0,455027864;0,444006143;0,437501264;0,433213934;0,430177212;0,427914337;0,426163308;0,424768291;0,42363083;0,422685685;0,421887917;0,42120557;0,420615298;0,420099653;0,419645329;0,419242006;0,418881556;0,41855749;0,418264565;0,417998499;0,417755762;0,417533415;0,417328992;0,41714041;0,416965898;0,416803938;0,416653222;0,416512619;0,416381145;0,416257938;0,416142243;0,416033393;0,415930798;0,415833933;0,415742333;0,415655579;0,415573297;0,415495149;0,415420831;0,41535007;0,415282615;0,41521824;0,415156738;0,415097923;0,415041621;0,414987674;0,414935939;0,414886281;0,414838578;0,414792717;0,414748593;0,41470611;0,414665177;0,414625711;0,414587635;0,414550876;0,414515368;0,414481047
0,33;0,57038993;0,49438549;0,470643571;0,459104284;0,452299919;0,447817556;0,444643804;0,442279408;0,440450163;0,438993045;0,437805087;0,436818075;0,435985034;0,435272566;0,434656273;0,434117922;0,433643614;0,433222566;0,432846287;0,432508001;0,432202231;0,431924505;0,431671135;0,431439053;0,431225685;0,431028854;0,430846711;0,430677671;0,43052037;0,430373625;0,430236409;0,430107823;0,429987078;0,429873478;0,429766406;0,429665317;0,429569722;0,429479185;0,429393315;0,429311761;0,429234205;0,42916036;0,429089966;0,429022787;0,428958607;0,428897229;0,428838476;0,42878218;0,428728192;0,428676373;0,428626594;0,428578737;0,428532693;0,428488361;0,428445647;0,428404464;0,428364731;0,428326374;0,428289321;0,428253507
0,34;0,591398351;0,511292648;0,486403097;0,474327732;0,467213659;0,462529803;0,459214574;0,456745413;0,454835481;0,453314317;0,452074292;0,45104412;0,450174723;0,449431211;0,448788103;0,448226358;0,447731459;0,447292151;0,446899567;0,446546633;0,446227632;0,445937896;0,445673575;0,445431468;0,445208886;0,44500356;0,444813559;0,444637229;0,444473146;0,444320077;0,444176949;0,444042824;0,443916879;0,443798388;0,443686708;0,443581269;0,443481561;0,443387129;0,443297567;0,443212506;0,443131615;0,443054596;0,442981176;0,44291111;0,442844172;0,442780158;0,44271888;0,442660167;0,44260386;0,442549816;0,442497899;0,442447987;0,442399967;0,442353732;0,442309184;0,442266234;0,442224796;0,442184793;0,44214615;0,4421088
0,35;0,612800788;0,528395949;0,502313355;0,489682398;0,482247854;0,477355706;0,473894322;0,471316983;0,469323766;0,467736512;0,46644277;0,46536808;0,464461188;0,463685664;0,463014908;0,462429043;0,461912918;0,461454787;0,461045396;0,460677365;0,460344727;0,460042614;0,459767008;0,459514569;0,459282494;0,459068415;0,458870317;0,458686475;0,458515405;0,45835582;0,4582066;0,45806677;0,457935468;0,457811938;0,457695511;0,45758559;0,457481645;0,457383202;0,457289835;0,457201161;0,457116836;0,457036547;0,456960011;0,456886971;0,456817192;0,456750462;0,456686585;0,456625381;0,456566686;0,456510349;0,456456231;0,456404203;0,456354147;0,456305952;0,456259516;0,456214745;0,456171552;0,456129853;0,456089573;0,45605064
0,36;0,634619298;0,545705156;0,518381557;0,505174439;0,49740809;0,492300495;0,488688036;0,48599893;0,483919697;0,482264206;0,480915013;0,479794376;0,478848792;0,478040239;0,477340959;0,476730213;0,476192195;0,475714649;0,475287925;0,474904324;0,474557625;0,474242749;0,473955507;0,473692416;0,473450552;0,473227448;0,473021003;0,472829417;0,472651144;0,472484841;0,472329343;0,47218363;0,472046807;0,471918083;0,471796762;0,471682222;0,47157391;0,471471332;0,471374043;0,471281647;0,471193781;0,471110122;0,471030374;0,470954269;0,470881563;0,470812034;0,470745477;0,470681706;0,47062055;0,470561851;0,470505465;0,470451256;0,470399101;0,470348886;0,470300505;0,470253858;0,470208854;0,470165409;0,470123441;0,470082878
0,37;0,656877222;0,563230499;0,534615234;0,520810274;0,512700185;0,507369614;0,503600905;0,50079626;0,498628139;0,496902152;0,495495688;0,494327603;0,49334207;0,492499419;0,491770696;0,491134269;0,490573655;0,490076074;0,489631465;0,489231798;0,488870591;0,488542546;0,4882433;0,487969219;0,487717258;0,487484845;0,487269788;0,487070215;0,486884512;0,48671128;0,486549306;0,486397526;0,486255008;0,486120928;0,48599456;0,485875256;0,48576244;0,485655597;0,485554265;0,485458029;0,485366513;0,485279378;0,485196318;0,485117052;0,485041328;0,484968912;0,484899592;0,484833175;0,484769481;0,484708347;0,48464962;0,484593163;0,484538845;0,484486547;0,484436159;0,484387578;0,484340709;0,484295462;0,484251755;0,48420951
